Flow_Duration,Total_Fwd_Packets,Total_Bwd_Packets,Flow_Bytes_s,Flow_Packets_s,Fwd_Packet_Length_Max,Bwd_Packet_Length_Max,Flow_IAT_Mean,Fwd_IAT_Mean,Bwd_IAT_Mean,Label
5496.714153011233,55.36681040522425,25.866868094467595,1227.0965849936056,12.814851417927994,1388.2359780826187,1700.8534368870867,66.84261549885343,97.51685634675863,204.59080432017726,BENIGN
4861.735698828816,58.41176789552352,37.807499724554724,723.3504027467123,8.451865815347878,1133.8369966606588,1955.1945812446077,50.007944081906906,81.8311905375085,125.27825119722007,BENIGN
5647.688538100692,66.24576864762915,45.0629243966182,1260.881776031698,10.28836233082295,4456.93068292215,1990.9124548876382,50.28718957557112,83.9857830712715,122.60811948177846,BENIGN
6523.029856408026,65.80703078052355,45.5637671251769,1406.6913576414854,8.613174133884872,4842.266596880697,3995.9436736895445,58.049154922634216,97.63987083691353,140.08810410189173,BENIGN
4765.846625276664,29.334959480643633,39.59921434224908,1124.0304709671102,8.696511317703052,376.7416398813319,2245.962921791465,68.1476074536335,157.10740040110133,117.38765644824667,BENIGN
4765.863043050819,35.93262440127316,52.47419918816998,1563.0387437674199,9.072483629594082,3386.9769143859403,2787.7636683510414,53.305361399882635,129.0420900304753,89.12453324041857,BENIGN
6579.2128155073915,57.7255290081299,32.18855484740887,767.863240268928,10.666401314901139,847.2615758624526,396.1698422191077,72.3673663803473,112.03326605361993,198.23739978304752,BENIGN
5767.434729152908,57.706789263683135,43.291446179744476,626.6035890065749,8.563754135009567,3388.3505121748867,1762.4945385243668,56.544455931806425,98.24135847811944,130.21554332968455,BENIGN
4530.525614065048,57.72571529459072,46.443547580542784,466.3839253287164,13.767268376720562,4261.049463467146,2053.622473794965,43.07841939944087,77.1472189199943,95.49297734057045,BENIGN
5542.560043585965,107.79097235982081,51.173266008704985,1448.8132934467549,7.316178093341488,9527.344510555658,2348.5484432322196,34.64874462013822,50.94687475771629,106.23371829283607,BENIGN
4536.5823071875375,58.56335766039751,53.53937853706668,1196.3096969062174,9.439385067515923,4349.373133241838,3330.979913723473,40.11027902337565,76.16397875104715,83.17994133549456,BENIGN
